|year|album|song|danceability|energy|speechiness|acousticness|liveness|valence|duration_ms|lyrics|cover|songwriters_parsed|vocals_parsed|popularity
88|1966|Revolver|Yellow Submarine|0.604|0.549|0.0389|0.531|0.438|0.696|158880|In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines  So we sailed up to the sun 'Til we found the sea of green And we lived beneath the waves In our yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  And our friends are all aboard Many more of them live next door And the band begins to play  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  Full speed ahead, Mr. Boatswain, full speed ahead! Full speed it is, Sergeant! Cut the cable, drop the cable! Aye-aye, sir, aye-aye! Captain, Captain!  As we live a life of ease (a life of ease) Everyone of us (everyone of us) has all we need (has all we need) Sky of blue (sky of blue) and sea of green (sea of green) In our yellow (in our yellow) submarine (submarine, ah-ha)  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine|FALSO|[Paul McCartney, John Lennon]|[Starr]|62.0
89|1966|Revolver|She Said She Said|0.329|0.678|0.0344|0.103|0.843|0.672|156040|She said, I know what it\'s like to be dead. I know what it is to be sad. And she\'s making me feel like I\'ve never been born  I said, Who put all those things in your head? Things that make me feel that I\'m mad. And you\'re making me feel like I\'ve never been born.  She said, You don\'t understand what I said. I said, No, no, no, you\'re wrong. When I was a boy everything was right, Everything was right.  I said, Even though you know what you know, I know that I\'m ready to leave \'Cause you\'re making me feel like I\'ve never been born.  She said, You don\'t understand what I said. I said, No, no, no, you\'re wrong. When I was a boy everything was right, Everything was right.  I said, Even though you know what you know, I know that I\'m ready to leave \'Cause you\'re making me feel like I\'ve never been born.  She said, I know what it\'s like to be dead. I know what it is to be sad. I know what it\'s like to be dead...|FALSO|[John Lennon]|[Lennon]|54.0
90|1966|Revolver|Good Day Sunshine|0.77|0.496|0.0468|0.719|0.123|0.571|129293|Good day sunshine, good day sunshine. Good day sunshine. I need to laugh and when the sun is out I've got something I can blab about. I feel good in a special way I'm in love and it's sunny day. Good day sunshine, good day sunshine. Good day sunshine. We take a walk the sun is shining down Burns my feet as they touch the ground. Good day sunshine, good day sunshine. Good day sunshine. And then we lie beneath a shady tree I love her and she loving me She feels good she knows she's looking fine I'm so proud to know that she is mine Good day sunshine, good day sunshine. Good day sunshine. Good day sunshine, good day sunshine. Good day sunshine|FALSO|[Paul McCartney, John Lennon]|[McCartney]|59.0
91|1966|Revolver|And Your Bird Can Sing|0.555|0.65|0.0282|0.0067|0.236|0.966|120493|You tell me that you've got everything you want And your bird can sing But you don't get me, you don't get me You say you've seen seven wonders and your bird is green But you can't see me, you can't see me When your prized possessions start to wear you down Look in my direction, I'll be round, I'll be round When your bird is broken will it bring you down You may be awoken, I'll be round, I'll be round You tell me that you've heard every sound there is And your bird can swing But you can't hear me, you can't hear me|FALSO|[John Lennon, Paul McCartney]|[Lennon]|58.0
92|1966|Revolver|For No One|0.483|0.351|0.0278|0.783|0.115|0.713|119813|Your day breaks, your mind aches You find that all the words of kindness linger on When she no longer needs you She wakes up, she makes up She takes her time and doesn't feel she has to hurry She no longer needs you And in her eyes you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years You want her, you need her And yet you don't believe her when she said her love is dead You think she needs you And in her eyes you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years You stay home, she goes out She says that long ago she knew someone but now he's gone She doesn't need him Your day breaks, your mind aches There will be time when all the things she said will fil your head You won't forget her And in her eyes you see nothing No sign of love behind the tears Cried for no one A love that should have lasted years|FALSO|[Paul McCartney]|[McCartney]|61.0
93|1966|Revolver|Doctor Robert|0.394|0.64|0.0488|0.164|0.153|0.574|134267|Ring my friend, I said you call Doctor Robert Day or night he'll be there any time at all, Doctor Robert Doctor Robert, you're a new and better man He helps you to understand He does everything he can, Doctor Robert  If you're down he'll pick you up, Doctor Robert Take a drink from his special cup, Doctor Robert Doctor Robert, he's a man you must believe Helping everyone in need No one can succeed like Doctor Robert  Well, well, well, you're feeling fine Well, well, well, he'll make you... Doctor Robert  My friend works for the national health, Doctor Robert Don't pay money just to see yourself with Doctor Robert Doctor Robert, you're a new and better man He helps you to understand He does everything he can, Doctor Robert  Well, well, well, you're feeling fine Well, well, well, he'll make you... Doctor Robert  Ring my friend, I said you'd call Doctor Robert Ring my friend, I said you'd call Doctor Robert Doctor Robert|FALSO|[John Lennon, Paul McCartney]|[Lennon]|51.0
94|1966|Revolver|I Want to Tell You|0.493|0.525|0.0315|0.182|0.148|0.449|147973|I want to tell you My head is filled with things to say When you're here All those words, they seem to slip away When I get near you, The games begin to drag me down It's all right I'll make you maybe next time around But if I seem to act unkind It's only me, it's not my mind That is confusing things. I want to tell you I feel hung up but I don't know why, I don't mind I could wait forever, I've got time Sometimes I wish I knew you well, Then I could speak my mind and tell you Maybe you'd understand I want to tell you I feel hung up but I don't know why, I don't mind I could wait forever, I've got time, I've got time, I've got time|FALSO|[George Harrison]|[Harrison]|51.0
95|1966|Revolver|Got to Get You into My Life|0.521|0.524|0.0302|0.42|0.0838|0.711|149240||FALSO|[Paul McCartney]|[McCartney]|60.0
96|1966|Revolver|Tomorrow Never Knows|0.38|0.829|0.0405|8.4e-05|0.342|0.0534|179547|Turn off your mind, relax and float down stream It is not dying, it is not dying  Lay down all thoughts, surrender to the void It is shining, it is shining  Yet you may see the meaning of within It is being, it is being  Love is all and love is everyone It is knowing, it is knowing...  ... that ignorance and hates may mourn the dead It is believing, it is believing  But listen to the colour of your dreams It is not living, it is not living  So play the game Existence to the end... ... Of the beginning, of the beginning Of the beginning, of the beginning Of the beginning, of the beginning Of the beginning, of the beginning|FALSO|[John Lennon]|[Lennon]|57.0
97|1967|Sgt. Pepper's Lonely Hearts Club Band|Sgt. Pepper's Lonely Hearts Club Band|0.451|0.673|0.0734|0.0857|0.797|0.583|122893|It was twenty years ago today Sgt. Pepper taught the band to play They've been going in and out of style But they're guaranteed to raise a smile So may I introduce to you The act you've known for all these years Sgt. Pepper's Lonely Hearts Club Band  We're Sgt. Pepper's Lonely Hearts Club Band We hope you will enjoy the show We're Sgt. Pepper's Lonely Hearts Club Band Sit back and let the evening go Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's Lonely Hearts Club Band It's wonderful to be here It's certainly a thrill You're such a lovely audience We'd like to take you home with us We'd love to take you home  I don't really want to stop the show But I thought that you might like to know That the singer's going to sing a song And he wants you all to sing along So let me introduce to you The one and only Billy Shears And Sgt. Pepper's Lonely Hearts Club Band|FALSO|[Paul McCartney]|[McCartney, Lennon, Harrison, Starr, (with Lennon, Harrison and Starr)]|63.0
98|1967|Sgt. Pepper's Lonely Hearts Club Band|With a Little Help from My Friends|0.705|0.515|0.0337|0.365|0.389|0.803|164107|Billy Shears  What would you think if I sang out of tune Would you stand up and walk out on me? Lend me your ears and I'll sing you a song And I'll try not to sing out of key Oh I get by with a little help from my friends Mm I get high with a little help from my friends Mm gonna try with a little help from my friends  What do I do when my love is away? (Does it worry you to be alone?) How do I feel by the end of the day? (Are you sad because you're on your own?) No I get by with a little help from my friends Mm I get high with a little help from my friends Mm gonna try with a little help from my friends  (Do you need anybody?) I need somebody to love (Could it be anybody?) I want somebody to love  (Would you believe in a love at first sight?) Yes I'm certain that it happens all the time (What do you see when you turn out the light?) I can't tell you, but I know it's mine Oh I get by with a little help from my friends Mm I get high with a little help from my friends Oh I'm gonna try with a little help from my friends  (Do you need anybody?) I just need someone to love (Could it be anybody?) I want somebody to love  Oh I get by with a little help from my friends Mm gonna try with a little help from my friends Oh I get high with a little help from my friends Yes I get by with a little help from my friends With a little help from my friends|FALSO|[John Lennon, Paul McCartney]|[Starr, Lennon, McCartney]|66.0
99|1967|Sgt. Pepper's Lonely Hearts Club Band|Lucy in the Sky with Diamonds|0.311|0.325|0.0283|0.0469|0.139|0.668|208467|Picture yourself in a boat on a river, With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly, A girl with kaleidoscope eyes. Cellophane flowers of yellow and green, Towering over your head. Look for the girl with the sun in her eyes, And she's gone. Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh... Follow her down to a bridge by a fountain Where rocking horse people eat marshmellow pies, Everyone smiles as you drift past the flowers, That grow so incredibly high. Newspaper taxis appear on the shore, Waiting to take you away. Climb in the back with your head in the clouds, And you're gone. Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh... Picture yourself on a train in a station, With plasticine porters with looking glass ties, Suddenly someone is there at the turnstyle, The girl with the kaleidoscope eyes. Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ahh...|FALSO|[John Lennon, Paul McCartney]|[Lennon]|68.0
100|1967|Sgt. Pepper's Lonely Hearts Club Band|Getting Better|0.632|0.471|0.0348|0.313|0.0712|0.764|168120|It's getting better all the time I used to get mad in my school (No, I can't complain) The teachers that taught me weren't cool (No, I can't complain) Holding me down, turning me round, Filling me up with your rules I've got to admit it's getting better, A little better all the time (can't get no worse) To admit it's getting better, It's getting better since you've been mine. Me used to be angry young man Me hiding me head in the sand You gave me the word I finally heard I'm doing the best that I can. To admit it's getting better, A little better all the time To admit it's getting better, It's getting better since you've been mine. Getting so much better all the time It's getting better all the time Better, better, better, It's getting better all the time. Better, better, better I used to be cruel to my woman I beat her and kept her apart from the things that she loved Man I was mean but I'm changing my scene And I'm doing the best that I can. I admit it's getting better, A little better all the time (can't get no worse) Yes, I admit it's getting better, It's getting better since you've been mine. Getting so much better all the time It's getting better all the time Better, better, better, It's getting better all the time. Better, better, better, Getting so much better all the time.|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|56.0
101|1967|Sgt. Pepper's Lonely Hearts Club Band|Fixing a Hole|0.469|0.507|0.0451|0.382|0.0783|0.619|156827|I'm fixing a hole where the rain gets in And stops my mind from wandering Where it will go I'm filling the cracks that ran through the door And kept my mind from wandering Where it will go And it really doesn't matter if I'm wrong I'm right Where I belong I'm right Where I belong See the people standing there who disagre and never win And wonder why they don't get in my door I'm painting my room in a colourful way And when my mind is wandering There I will go And it really doesn't matter if I'm wrong I'm right Where I belong I'm right Where I belong Silly people run around, they worry me And never ask me why they don't get past my door I'm taking the time for a number of things That weren't important yesterday And I still go Fixing a hole where the rain gets in Stops my mind from wandering Where it will go|FALSO|[Paul McCartney]|[McCartney]|56.0
102|1967|Sgt. Pepper's Lonely Hearts Club Band|She's Leaving Home|0.381|0.214|0.0337|0.944|0.106|0.393|215160|Wednesday morning at five o'clock as the day begins Silently closing her bedroom door Leaving the note that she hoped would say more She goes downstairs to the kitchen clutching her handkerchief Quietly turning the backdoor key Stepping outside she is free  She (We gave her most of our lives) Is leaving (Sacrificed most of our lives) Home (We gave her everything money could buy) She's leaving home after living alone For so many years (Bye bye)  Father snores as his wife gets into her dressing gown Picks up the letter that's lying there Standing alone at the top of the stairs She breaks down and cries to her husband Daddy our baby's gone Why would she treat us so thoughtlessly? How could she do this to me?  She (We never thought of ourselves) Is leaving (Never a thought for ourselves) Home (We struggled hard all our lives to get by) She's leaving home after living alone For so many years (Bye bye)  Friday morning at nine o'clock she is far away Waiting to keep the appointment she made Meeting a man from the motor trade  She (What did we do that was wrong) Is having (We didn't know it was wrong) Fun (Fun is the one thing that money can't buy) Something inside that was always denied For so many years (Bye bye)  She's leaving home Bye bye|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|59.0
103|1967|Sgt. Pepper's Lonely Hearts Club Band|Being for the Benefit of Mr. Kite!|0.526|0.413|0.0446|0.338|0.0992|0.71|157533|For the benefit of Mr. Kite There will be a show tonight on trampoline  The Hendersons will all be there Late of Pablo Fanques Fair, what a scene!  Over men and horses hoops and garters Lastly through a hogshead of real fire! In this way Mr. Kite will challenge the world!  The celebrated Mr. Kite Performs his feat on Saturday at Bishopsgate  The Hendersons will dance and sing As Mr. Kite flys through the ring, don't be late!  Messrs. K and H assure the public Their production will be second to none And of course Henry The Horse dances the waltz!  The band begins at ten to six When Mr. Kite performs his tricks without a sound  And Mr. H will demonstrate Ten summersets he'll undertake on solid ground  Having been some days in preparation A splendid time is guaranteed for all And tonight Mr. Kite is topping the bill!|FALSO|[John Lennon, Paul McCartney]|[Lennon]|51.0
104|1967|Sgt. Pepper's Lonely Hearts Club Band|Within You Without You|0.352|0.479|0.0338|0.339|0.486|0.354|304667|We were talking about the space between us all And the people who hide themselves behind a wall of illusion Never glimpse the truth, then it's far too late, when they pass away We were talking about the love we all could share When we find it, to try our best to hold it there with our love With our love, we could save the world, if they only knew  Try to realise it's all within yourself No one else can make you change And to see you're really only very small And life flows on within you and without you  We were talking about the love that's gone so cold And the people who gain the world and lose their soul They don't know, they can't see, are you one of them?  When you've seen beyond yourself then you may find Peace of mind is waiting there And the time will come when you see we're all one And life flows on within you and without you|FALSO|[George Harrison]|[Harrison]|55.0
105|1967|Sgt. Pepper's Lonely Hearts Club Band|When I'm Sixty-Four|0.704|0.241|0.0476|0.625|0.0868|0.661|157667|When I get older losing my hair Many years from now Will you still be sending me a valentine Birthday greetings, bottle of wine? If I'd been out till quarter to three Would you lock the door? Will you still need me, will you still feed me When I'm sixty-four?  You'll be older too And if you say the word I could stay with you  I could be handy, mending a fuse When your lights have gone You can knit a sweater by the fireside Sunday mornings go for a ride Doing the garden, digging the weeds Who could ask for more? Will you still need me, will you still feed me When I'm sixty-four?  Every summer we can rent a cottage in the Isle of Wight If it's not too dear We shall scrimp and save Grandchildren on your knee Vera, Chuck & Dave  Send me a postcard, drop me a line Stating point of view Indicate precisely what you mean to say Yours sincerely, wasting away Give me your answer, fill in a form Mine for evermore Will you still need me, will you still feed me When I'm sixty-four? Ho!|FALSO|[Paul McCartney]|[McCartney]|
106|1967|Sgt. Pepper's Lonely Hearts Club Band|Lovely Rita|0.61|0.471|0.0261|0.0634|0.118|0.63|162093|Lovely Rita meter maid, lovely Rita meter maid Lovely Rita meter maid, nothing can come between us When it gets dark I tow your heart away Standing by a parking meter when I caught a glimpse of Rita Filling in the ticket in her little white book. In the cap she looked much older And the bag across her shoulder Made her look a little like a military man. Lovely Rita meter maid, may I inquire discreetly, When you are free to take some tea with me Took her out and tried to win her, Had a laugh and over dinner Told her I would really like to see her again Got the bill and Rita paid it, Took her home and nearly made it Sitting on a sofa with a sister or two. Oh, lovely Rita meter maid, where would I be without you, Give us a wink and make me think of you|FALSO|[Paul McCartney]|[McCartney]|53.0
107|1967|Sgt. Pepper's Lonely Hearts Club Band|Good Morning Good Morning|0.542|0.618|0.139|0.0858|0.772|0.93|161227|Good morning, good morning Good morning, good morning Good morning ah  Nothing to do to save his life call his wife in Nothing to say but what a day how's your boy been Nothing to do it's up to you I've got nothing to say but it's OK  Good morning, good morning Good morning ah  Going to work don't want to go feeling low down Heading for home you start to roam then you're in town Everybody knows there's nothing doing Everything is closed it's like a ruin Everyone you see is half asleep And you're on your own you're in the street  After a while you start to smile now you feel cool Then you decide to take a walk by the old school Nothing is changed it's still the same I've got nothing to say but it's OK  Good morning, good morning Good morning ah  People running round it's five o'clock Everywhere in town is getting dark Everyone you see is full of life It's time for tea and meet the wife  Somebody needs to know the time, glad that I'm here Watching the skirts you start to flirt now you're in gear Go to a show you hope she goes I've got nothing to say but it's OK  Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good Good morning, good morning, good|FALSO|[John Lennon]|[Lennon]|49.0
108|1967|Sgt. Pepper's Lonely Hearts Club Band|Sgt. Pepper's Lonely Hearts Club Band (Reprise)|0.653|0.889|0.0453|0.0061|0.892|0.879|79067|(1,2,3,4  Bye!)  We're Sgt. Pepper's Lonely Hearts Club Band We hope you have enjoyed the show Sgt. Pepper's Lonely Hearts Club Band We're sorry but it's time to go Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's Lonely Hearts Club Band We'd like to thank you once again Sgt. Pepper's one and only Lonely Hearts Club Band It's getting very near the end Sgt. Pepper's lonely, Sgt. Pepper's lonely Sgt. Pepper's Lonely Hearts Club Band|FALSO|[Paul McCartney]|[McCartney, Lennon, Harrison, Starr]|50.0
109|1967|Sgt. Pepper's Lonely Hearts Club Band|A Day in the Life|0.364|0.457|0.0675|0.29|0.922|0.175|337413|I read the news today oh, boy About a lucky man who made the grade And though the news was rather sad Well, I just had to laugh I saw the photograph He blew his mind out in a car He didn't notice that the lights had changed A crowd of people stood and stared They'd seen his face before Nobody was really sure if he was from the house of lords I saw a film today oh, boy The english army had just won the war A crowd of people turned away But I just had to look Having read the book I'd love to turn you on. Woke up, fell out of bed Dragged a comb across my head Found my way downstairs and drank a cup And looking up, I noticed I was late Found my coat and grabbed my hat Made the bus in seconds flat Found my way upstairs and had a smoke And somebody spoke and I went into a dream Ah I read the news today oh, boy Four thousand holes in blackburn, lancashire And though the holes were rather small They had to count them all Now they know how many holes it takes to fill the albert hall I'd love to turn you on|FALSO|[John Lennon, Paul McCartney]|[Lennon, McCartney]|65.0
110|1967|Magical Mystery Tour|Magical Mystery Tour|0.297|).613|0.0931|0.0385|0.0734|0.338|170107|Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up (and that's an invitation), roll up for the mystery tour. Roll up (to make a reservation), roll up for the mystery tour. The magical mystery tour is waiting to take you away, Waiting to take you away. Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up (we've got everything you need), roll up for the mystery tour. Roll up (satisfaction guaranteed), roll up for the mystery tour. The magical mystery tour is hoping to take you away, Hoping to take you away. Roll up, roll up for the mystery tour. Roll up, roll up for the mystery tour. Roll up (and that's an invitation), roll up for the mystery tour. Roll up (to make a reservation), roll up for the mystery tour. The magical mystery tour is coming to take you away, Coming to take you away. The magical mystery tour is dying to take you away, Dying to take you away, take you away.|FALSO|[Paul McCartney, John Lennon]|[McCartney, Lennon]|52.0
111|1967|Magical Mystery Tour|The Fool on the Hill|0.365|0.26|0.0314|0.913|0.105|0.49|179107|Day after day alone on the hill, The man with the foolish grin is keeping perfectly still, But nobody wants to know him, They can see that he's just a fool, And he never gives an answer, But the fool on the hill Sees the sun going down, And the eyes in his head, See the world spinning around. Well on his way his head in a cloud, The man of a thousand voices talking percetly loud But nobody ever hears him, Or the sound he appears to make, And he never seems to notice, But the fool on the hill... Nobody seems to like him They can tell what he wants to do. And he never shows his feelings, But the fool on the hill...|FALSO|[Paul McCartney]|[McCartney]|57.0
112|1967|Magical Mystery Tour|Flying|0.551|0.395|0.0501|0.368|0.0932|0.261|135520||FALSO|[John Lennon, Paul McCartney, George Harrison, Ringo Starr]|[Instrumental]|49.0
113|1967|Magical Mystery Tour|Blue Jay Way|0.294|0.407|0.0308|0.0258|0.0852|0.0378|235067|There's a fog upon L. A. And my friends have lost their way We'll be over soon they said Now they've lost themselves instead. Please don't be long please don't you be very long Please don't be long or I may be asleep Well it only goes to show And I told them where to go Ask a policeman on the street There's so many there to meet Please don't be long please don't you be very long Please don't be long or I may be asleep Now it's past my bed I know And I'd really like to go Soon will be the break of day Sitting here in Blue Jay Way Please don't be long please don't you be very long Please don't be long or I may be asleep. Please don't be long please don't you be very long Please don't be long (2 times more) Don't be long Don't be long|FALSO|[George Harrison]|[Harrison]|50.0
114|1967|Magical Mystery Tour|Your Mother Should Know|0.698|0.293|0.0332|0.784|0.0936|0.724|148413|Let's all get up and dance to a song That was a hit before your mother was born Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...know) Sing it again Let's all get up and dance to a song That was a hit before your mother was born Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...know)  Lift up your hearts and sing me a song That was a hit before your mother was born Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...aaaaah) Your mother should know (Your mother should...) Your mother should know (...aaaaah)  Sing it again Da da da da... Though she was born a long, long time ago Your mother should know (Your mother should...) Your mother should know (...know) Your mother should know (Your mother should...) Your mother should know (...know) Your mother should know (Your mother should...) Your mother should know (...know)|FALSO|[Paul McCartney]|[McCartney]|54.0
115|1967|Magical Mystery Tour|I Am the Walrus|0.401|0.556|0.0513|0.0828|0.589|0.654|275867|I am he as you are he as you are me and we are all together. See how they run like pigs from a gun, see how they fly. I'm crying. Sitting on a cornflake, waiting for the van to come. Corporation tee-shirt, stupid bloody tuesday. Man, you been a naughty boy, you let your face grow long. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob. Mister city policeman sitting Pretty little policemen in a row. See how they fly like Lucy in the Sky, see how they run. I'm crying, I'm crying. I'm crying, I'm crying. Yellow mother custard, dripping from a dead dog's eye. Crabalocker fishwife, pornographic priestess, Boy, you been a naughty girl you let your knickers down. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob. Sitting in an english garden waiting for the sun. If the sun don't come, you get a tan From standing in the english rain. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob goo goo g'joob. Expert textpert choking smokers, Don't you think the joker laughs at you? See how they smile like pigs in a sty, See how they snied. I'm crying. Semolina pilchard, climbing up the eiffel tower. Elementary penguin singing Hari Krishna. Man, you should have seen them kicking edgar allan poe. I am the eggman, They are the eggmen. I am the walrus, goo goo g'joob goo goo g'joob goo goo g'joob. Goo goo g'joob goo|FALSO|[John Lennon]|[Lennon]|63.0
116|1967|Magical Mystery Tour|Hello, Goodbye|0.479|0.733|0.0256|0.306|0.414|0.806|208840|You say yes, I say no. You say stop and I say go go go, oh no. You say goodbye and I say hello Hello hello I don't know why you say goodbye, Isay hello Hello hello I don't know why you say goodbye, I say hello. I say high, you say low. You say why and I say I don't know, oh no. You say goodbye and I say hello Hello hello I don't know why you say goodbye, I say hello Hello hello I don't know why you say goodbye I say goodbye. Why why why why why why do you say goodbye goodbye, oh no? You say goodbye and I say hello Hello hello I don't know why you say goodbye, I say hello Hello hello I don't know why you say goodbye, I say hello. You say yes, I say no, You say stop and I say go go go, oh no. You say goodbye and I say hello Hello hello I don't know why you say goodbye, I say hello Hello hello I don't know why you say goodbye, I say goodbye Hello hello I don't know why you say goodbye, I say hello hello|FALSO|[Paul McCartney]|[McCartney]|64.0
117|1967|Magical Mystery Tour|Strawberry Fields Forever|0.39|0.502|0.178|0.336|0.0713|0.289|247320|Let me take you down, 'cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever  Living is easy with eyes closed Misunderstanding all you see It's getting hard to be someone but it all works out It doesn't matter much to me Let me take you down, cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever  No one I think is in my tree I mean it must be high or low That is you can't you know tune in but it's all right That is I think it's not too bad Let me take you down, cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever  Always, no sometimes, think it's me But you know I know when it's a dream I think I know I mean a Yes but it's all wrong That is I think I disagree  Let me take you down, cause I'm going to Strawberry Fields Nothing is real and nothing to get hung about Strawberry Fields forever Strawberry Fields forever Strawberry Fields forever  Cranberry sauce|FALSO|[John Lennon]|[Lennon]|70.0
118|1967|Magical Mystery Tour|Penny Lane|0.651|0.488|0.0316|0.212|0.136|0.49|180893|Penny lane there is a barber showing photographs Of every head he?'s had the pleasure to have known And all the people that come and go Stop and say hello  On the corner is a banker with a motor car The little children laugh at him behind his back And the banker never wears a mac In the pouring rain Very strange  Penny lane is in my ears and in my eyes There beneath the blue suburban skies I sit and meanwhile back  In penny lane there is a fireman with an hourglass And in his pocket is a portrait of the queen He likes to keep his fire engine clean It?'s a clean machine  Penny lane is in my ears and in my eyes A four of fish and finger pies In summer, meanwhile back  Behind the shelter in the middle of the roundabout The pretty nurse is selling poppies from a tray And though she feels as if she?'s in a play She is anyway  Penny lane the barber shaves another customer We see the banker sitting waiting for a trim And then the fireman rushes in From the pouring rain Very strange  Penny lane is in my ears and in my eyes There beneath the blue suburban skies Penny lane is in my ears and in my eyes There beneath the blue suburban skies Penny lane|FALSO|[Paul McCartney]|[McCartney]|64.0
119|1967|Magical Mystery Tour|Baby, You're a Rich Man|0.619|0.625|0.036|0.0119|0.152|0.467|181307|How does it feel to be One of the beautiful people? Now that you know who you are What do you want to be? And have you travelled very far? Far as the eye can see. How does it feel to be One of the beautiful people? How often have you been there? Often enough to know. What did you see, when you were there? Nothing that doesn't show. Baby you're a rich man, Baby you're a rich man, Baby you're a rich man too. You keep all your money in a big brown bag inside a zoo. What a thing to do. Baby you're a rich man, Baby you're a rich man, Baby you're a rich man too. How does it feel to be One of the beautiful people? Tuned to A natural E Happy to be that way. Now that you've found another key What are you going to play? Baby you're a rich man, Baby you're a rich man, Baby you're a rich man too. You keep all your money in a big brown bag inside a zoo. What a thing to do. Baby you're a rich man...|FALSO|[John Lennon, Paul McCartney]|[Lennon]|55.0
120|1967|Magical Mystery Tour|All You Need Is Love|0.4|0.48|0.0295|0.346|0.155|0.653|230387|Love, love, love. Love, love, love. Love, love, love. There's nothing you can do that can't be done. Nothing you can sing that can't be sung. Nothing you can say but you can learn how to play the game. It's easy. Nothing you can make that can't be made. No one you can save that can't be saved. Nothing you can do but you can learn how to be you in time. It's easy. All you need is love. All you need is love. All you need is love, love. Love is all you need. All you need is love. All you need is love. All you need is love, love. Love is all you need. Nothing you can know that isn't known. Nothing you can see that isn't shown. Nowhere you can be that isn't where you're meant to be. It's easy. All you need is love. All you need is love. All you need is love, love. Love is all you need. All you need is love (all together, now!) All you need is love. (everybody!) All you need is love, love. Love is all you need (love is all you need). Yee-hai! Oh yeah! She loves you, yeah yeah yeah. She loves you, yeah yeah yeah.|FALSO|[John Lennon]|[Lennon]|65.0
121|1968|The Beatles (white album)|Back in the U.S.S.R.|0.48|0.969|0.0854|0.069|0.0608|0.494|163453|Oh, flew in from Miami Beach B. O. A. C. Didn't get to bed last night On the way the paper bag was on my knee Man I had a dreadful flight I'm back in the you. S. S. Are. You don't know how lucky you are boy Back in the you. S. S. Are. (Yeah)  Been away so long I hardly knew the place Gee it's good to be back home Leave it till tomorrow to unpack my case Honey disconnect the phone I'm back in the you. S. S. Are. You don't know how lucky you are boy Back in the you. S. Back in the you. S. Back in the you. S. S. Are.  Well the Ukraine girls really knock me out They leave the West behind And Moscow girls make me sing and shout That Georgia's always on my mind  Aw come on! Ho yeah! Ho yeah! Ho ho yeah! Yeah yeah!  Yeah I'm back in the you. S. S. Are. You don't know how lucky you are boys Back in the you. S. S. Are.  Well the Ukraine girls really knock me out They leave the West behind And Moscow girls make me sing and shout That Georgia's always on my mind  Oh, show me around your snow-peaked mountains way down south Take me to your daddy's farm Let me hear your balalaika's ringing out Come and keep your comrade warm I'm back in the you. S. S. Are. Hey you don't know how lucky you are boys Back in the you. S. S. Are.  Oh let me tell you, honey Hey, I'm back! I'm back in the you. S. S. Are. Yes, I'm free! Yeah, back in the you. S. S. Are.  Ha ha|FALSO|[Paul McCartney]|[McCartney]|65.0
122|1968|The Beatles (white album)|Dear Prudence|0.388|0.529|0.0436|0.16|0.108|0.332|235773|Dear Prudence, won't you come out to play Dear Prudence, greet the brand new day The sun is up, the sky is blue It's beautiful and so are you Dear Prudence won't you come out and play? Dear Prudence, open up your eyes Dear Prudence, see the sunny skies The wind is low, the birds will sing That you are part of everything Dear Prudence won't you open up your eyes? Look around round (Round, round, round...) Look around round (Round, round, round...) Look around Dear Prudence, let me see you smile Dear Prudence, like a little child The clouds will be a daisy chain So let me see you smile again Dear Prudence won't you let me see you smile?|FALSO|[John Lennon]|[Lennon]|60.0
